first_name,group_name,classification,frequency_female,frequency_male,frequency_total,frequency_group,ratio,alternative_names
"LINA","LINA","F",9925,26,9951,30209,1,"ALEINA|ALINA|ALUINA|ALYNA|AULINA|ELEINA|ELINA|ELINAR|ELINHA|ELUINA|EOLINA|EULINA|HALINA|HELINA|ILINA|ILUINA|IOLINA|IULINA|LEINA|LEINAR|LEINHA|LEYNA|LINAR|LINNA|LUINA|LYNA|OLINA|UELINA|ULINA"
"LINAEL","ELINEL","M","",28,28,373,1,"ELINAEL|ELINAL|ELINEL|ELINIEL|ELINOEL|LINEL|LINIEL|LINOEL"
"LINAETE","ELINETE","F",58,"",58,6603,1,"ALINETE|ELINETE|EULINETE|HELINETE|ILINETE|LINETE|LUINETE|OLINETE"
"LINAI","ELINAI","F",34,"",34,572,1,"ALINIA|ELINAI|ELINAY|ELINIA|LINAIR|LINIA"
"LINAIDE","ELINAIDE","F",34,"",34,237,1,"ELINAIDE"
"LINAIR","ELINAI","F",74,"",74,572,1,"ALINIA|ELINAI|ELINAY|ELINIA|LINAI|LINIA"
"LINALDA","ELINALDA","F",271,"",271,1761,1,"ELINALDA|ELINELDA|ELINILDA|LEINILDA|LINELDA|LINILDA"
"LINALDO","ELINALDO","M","",2505,2505,14047,1,"ALINALDO|ELINALDO|ELINELDO|ELINILDO|HELINALDO|ILINALDO|LEINALDO|LEINILDO|LINILDO|LUINALDO|OLINALDO"
"LINALVA","ELINALVA","F",821,"",821,3650,1,"ALINALVA|ELINALVA|HELINALVA"
"LINALVO","ELINALVO","M","",24,24,63,1,"ELINALVO"
"LINAMAR","LINAMAR","F",141,"",141,164,1,"ELINAMAR"
"LINAMARA","LINAMARA","F",125,"",125,145,1,"ELINAMARA"
"LINAR","LINA","F",32,"",32,30209,1,"ALEINA|ALINA|ALUINA|ALYNA|AULINA|ELEINA|ELINA|ELINAR|ELINHA|ELUINA|EOLINA|EULINA|HALINA|HELINA|ILINA|ILUINA|IOLINA|IULINA|LEINA|LEINAR|LEINHA|LEYNA|LINA|LINNA|LUINA|LYNA|OLINA|UELINA|ULINA"
"LINARA","ELINARA","F",583,"",583,1519,1,"ALINARA|ELINARA|HELINARA|LEINARA|LUINARA|LYNARA"
"LINARDO","LEINARDO","M","",49,49,613,1,"ELINARDO|LEINARDO"
"LINARIA","ELINARIA","F",113,"",113,293,1,"ELINARIA"
"LINARIO","ELINARIO","M","",23,23,53,1,"ELINARIO"
"LINAURA","LINAURA","F",274,"",274,391,1,"ELINAURA"
"LINAURIA","LINAURIA","F",26,"",26,26,1,""
"LINAURO","LINAURO","M","",25,25,25,1,""
"LINCE","LINKER","F",39,"",39,103,1,"ALINCE|LINKER"
"LINCO","LINCO","M","",351,351,351,1,""
"LINCOHN","LINCON","M","",32,32,12416,1,"LINCOM|LINCON|LINKON|LYNCON"
"LINCOL","LINCOL","M","",289,289,289,1,""
"LINCOLIN","LINCOLIN","M","",38,38,38,1,""
"LINCOLL","LINCOLL","M","",21,21,21,1,""
"LINCOLM","LINCOLN","M","",83,83,4976,1,"LINCOLN|LYNCOLN"
"LINCOLN","LINCOLN","M","",4739,4739,4976,1,"LINCOLM|LYNCOLN"
"LINCOM","LINCON","M","",651,651,12416,1,"LINCOHN|LINCON|LINKON|LYNCON"
"LINCON","LINCON","M",101,11207,11308,12416,0.99,"LINCOHN|LINCOM|LINKON|LYNCON"
"LINCONL","LINCONL","M","",479,479,479,1,""
"LINDA","OLINDA","F",9672,41,9713,41163,1,"ALINDA|AULINDA|ELINDA|EOLINDA|EULINDA|HOLINDA|IOLINDA|LYNDA|OLINDA|ULINDA"
"LINDACI","LINDACI","F",3994,49,4043,6103,0.99,"LINDACIR|LINDACY"
"LINDACIR","LINDACI","F",1635,36,1671,6103,0.98,"LINDACI|LINDACY"
"LINDACIRA","LINDACIRA","F",51,"",51,51,1,""
"LINDACY","LINDACI","F",389,"",389,6103,1,"LINDACI|LINDACIR"
"LINDAEL","LINDOEL","M","",21,21,135,1,"LINDAL|LINDOEL"
"LINDAELMA","LINDELMA","F",28,"",28,409,1,"LINDAILMA|LINDALMA|LINDEILMA|LINDELMA|LINDELMAR|LINDOELMA|LINDOILMA"
"LINDAELSON","LINDEILSON","M","",28,28,619,1,"LINDAILSON|LINDEILSON|LINDELSON|LINDOELSON|LINDOILSON"
"LINDAELZA","LINDAELZA","F",37,"",37,104,1,"LINDAILZA|LINDELSA|LINDELZA"
"LINDAI","LINDAIR","F",48,"",48,1027,1,"LINDAIR|LINDIA|OLINDIA"
"LINDAIA","LINDAIA","F",57,"",57,57,1,""
"LINDAIANA","LINDAIANA","F",95,"",95,95,1,""
"LINDAIANE","LINDAIANE","F",493,"",493,562,1,"LINDAYANE"
"LINDAIARA","LINDAIARA","F",92,"",92,92,1,""
"LINDAILDE","LINDAILDE","F",40,"",40,40,1,""
"LINDAILMA","LINDELMA","F",36,"",36,409,1,"LINDAELMA|LINDALMA|LINDEILMA|LINDELMA|LINDELMAR|LINDOELMA|LINDOILMA"
"LINDAILSON","LINDEILSON","M","",56,56,619,1,"LINDAELSON|LINDEILSON|LINDELSON|LINDOELSON|LINDOILSON"
"LINDAILTON","LINDAILTON","M","",24,24,24,1,""
"LINDAILZA","LINDAELZA","F",25,"",25,104,1,"LINDAELZA|LINDELSA|LINDELZA"
"LINDAINE","LINDIANE","F",45,"",45,1632,1,"LINDIANE"
"LINDAINES","LINDAINES","F",211,"",211,211,1,""
"LINDAIR","LINDAIR","F",594,85,679,1027,0.87,"LINDAI|LINDIA|OLINDIA"
"LINDAIRA","LINDIARA","F",25,"",25,272,1,"LINDIARA"
"LINDAIRES","LINDAIRES","F",25,"",25,25,1,""
"LINDAJARA","LINDAJARA","F",64,"",64,64,1,""
"LINDAL","LINDOEL","F",23,"",23,135,1,"LINDAEL|LINDOEL"
"LINDALBERTO","LINDALBERTO","M","",80,80,80,1,""
"LINDALCI","LINDALCI","F",256,"",256,352,1,"LINDALCIR|LINDALCY|LINDELCI"
"LINDALCIR","LINDALCI","F",40,"",40,352,1,"LINDALCI|LINDALCY|LINDELCI"
"LINDALCY","LINDALCI","F",23,"",23,352,1,"LINDALCI|LINDALCIR|LINDELCI"
"LINDALFA","LINDOLFA","F",25,"",25,127,1,"LINDOLFA"
"LINDALIA","LINDALIA","F",38,"",38,62,1,"LINDOELIA"
"LINDALICE","LINDALICE","F",69,"",69,69,1,""
"LINDALMA","LINDELMA","F",56,"",56,409,1,"LINDAELMA|LINDAILMA|LINDEILMA|LINDELMA|LINDELMAR|LINDOELMA|LINDOILMA"
"LINDALMIRA","LINDALMIRA","F",51,"",51,51,1,""
"LINDALRA","LINDALRA","F",2204,"",2204,2204,1,""
"LINDALUZ","LINDALUZ","F",24,"",24,24,1,""
"LINDALVA","LINDALVA","F",42964,100,43064,43240,1,"ALINDALVA|ELINDALVA|LINDIALVA|LINDLVA|OLINDALVA"
"LINDALVINA","LINDALVINA","F",42,"",42,42,1,""
"LINDALVO","LINDALVO","M","",327,327,400,1,"LINDOLVO"
"LINDAMAR","LINDAMAR","F",1742,45,1787,1787,0.97,""
"LINDAMARA","LINDAMARA","F",820,"",820,820,1,""
"LINDAMARCIA","LINDAMARCIA","F",42,"",42,42,1,""
"LINDAMARES","LINDAMARES","F",32,"",32,32,1,""
"LINDAMARIA","LINDAMARIA","F",26,"",26,26,1,""
"LINDAMEIRE","LINDAMEIRE","F",37,"",37,37,1,""
"LINDAMI","LINDAMIR","F",30,"",30,3732,1,"LINDAMIR|OLINDAMIR"
"LINDAMIR","LINDAMIR","F",3647,35,3682,3732,0.99,"LINDAMI|OLINDAMIR"
"LINDAMIRA","LINDAMIRA","F",229,"",229,229,1,""
"LINDANI","LINDANIR","F",44,"",44,267,1,"LINDANIR"
"LINDANIR","LINDANIR","F",223,"",223,267,1,"LINDANI"
"LINDANIRA","LINDANIRA","F",38,"",38,38,1,""
"LINDANOR","LINDANOR","F",138,22,160,160,0.86,""
"LINDARA","LINDARA","F",278,"",278,278,1,""
"LINDARAI","LINDARIA","F",51,"",51,141,1,"LINDARIA"
"LINDARCI","LINDARCI","F",306,"",306,326,1,"LINDARCY"
"LINDARCY","LINDARCI","F",20,"",20,326,1,"LINDARCI"
"LINDARIA","LINDARIA","F",90,"",90,141,1,"LINDARAI"
"LINDARIO","LINDARIO","M","",57,57,57,1,""
"LINDARLENE","LINDARLENE","F",20,"",20,20,1,""
"LINDAUCI","LINDAUCI","F",42,"",42,42,1,""
"LINDAURA","LINDAURA","F",18898,56,18954,18954,1,""
"LINDAUREA","LINDAUREA","F",72,"",72,72,1,""
"LINDAURIA","LINDAURIA","F",375,"",375,375,1,""
"LINDAURO","LINDAURO","M","",421,421,421,1,""
"LINDAUVA","LINDAUVA","F",1115,"",1115,1115,1,""
"LINDAVA","LINDAVA","F",345,"",345,345,1,""
"LINDAYANE","LINDAIANE","F",69,"",69,562,1,"LINDAIANE"
"LINDBERG","LINDBERG","M","",236,236,266,1,"LINDBERGH"
"LINDBERGH","LINDBERG","M","",30,30,266,1,"LINDBERG"
"LINDBERGUE","LINDBERGUE","M","",23,23,23,1,""
"LINDE","LINDE","F",40,"",40,104,1,"ELINDE|LINDER|OLINDE"
"LINDEANE","LINDEANE","F",43,"",43,43,1,""
"LINDEBERG","LINDEBERG","M","",558,558,558,1,""
"LINDEBERGUE","LINDEBERGUE","M","",285,285,285,1,""
"LINDECI","LINDECI","F",265,"",265,350,1,"LINDECIR|LINDECY"
"LINDECIR","LINDECI","F",61,"",61,350,1,"LINDECI|LINDECY"
"LINDECY","LINDECI","F",24,"",24,350,1,"LINDECI|LINDECIR"
"LINDEIA","LINDEIA","F",212,"",212,212,1,""
"LINDEILMA","LINDELMA","F",28,"",28,409,1,"LINDAELMA|LINDAILMA|LINDALMA|LINDELMA|LINDELMAR|LINDOELMA|LINDOILMA"
"LINDEILSON","LINDEILSON","M","",183,183,619,1,"LINDAELSON|LINDAILSON|LINDELSON|LINDOELSON|LINDOILSON"
"LINDEJANE","LINDEJANE","F",36,"",36,36,1,""
"LINDELCI","LINDALCI","F",33,"",33,352,1,"LINDALCI|LINDALCIR|LINDALCY"
"LINDELMA","LINDELMA","F",139,"",139,409,1,"LINDAELMA|LINDAILMA|LINDALMA|LINDEILMA|LINDELMAR|LINDOELMA|LINDOILMA"
"LINDELMAR","LINDELMA","M","",23,23,409,1,"LINDAELMA|LINDAILMA|LINDALMA|LINDEILMA|LINDELMA|LINDOELMA|LINDOILMA"
"LINDELSA","LINDAELZA","F",21,"",21,104,1,"LINDAELZA|LINDAILZA|LINDELZA"
"LINDELSON","LINDEILSON","M","",124,124,619,1,"LINDAELSON|LINDAILSON|LINDEILSON|LINDOELSON|LINDOILSON"
"LINDELVANIA","LINDELVANIA","F",37,"",37,37,1,""
"LINDELZA","LINDAELZA","F",21,"",21,104,1,"LINDAELZA|LINDAILZA|LINDELSA"
"LINDEMAR","LINDEMAR","M",35,232,267,267,0.87,""
"LINDEMBERG","LINDEMBERG","M","",1779,1779,1779,1,""
"LINDEMBERGUE","LINDEMBERGUE","M","",410,410,410,1,""
"LINDENALVA","LINDENALVA","F",262,"",262,262,1,""
"LINDENBERG","LINDENBERG","M","",1954,1954,1954,1,""
"LINDENBERGUE","LINDENBERGUE","M","",621,621,621,1,""
"LINDENEIDE","LINDENEIDE","F",22,"",22,22,1,""
"LINDENES","LINDENES","F",108,"",108,130,1,"LINDENEZ"
"LINDENEZ","LINDENES","F",22,"",22,130,1,"LINDENES"
"LINDENI","LINDENIR","F",20,"",20,62,1,"LINDENIR"
"LINDENICE","LINDENICE","F",24,"",24,24,1,""
"LINDENILSON","LINDENILSON","M","",76,76,76,1,""
"LINDENIR","LINDENIR","F",42,"",42,62,1,"LINDENI"
"LINDENOR","LINDENOR","M","",75,75,75,1,""
"LINDER","LINDE","M","",35,35,104,1,"ELINDE|LINDE|OLINDE"
"LINDERBERG","LINDERBERG","M","",194,194,194,1,""
"LINDERCI","LINDERCI","F",62,"",62,62,1,""
"LINDERLANDIA","LINDERLANDIA","F",20,"",20,20,1,""
"LINDERLANE","LINDERLANE","F",24,"",24,24,1,""
"LINDERLEI","LINDERLEI","M","",76,76,96,1,"LINDERLEY|LINDERLI"
"LINDERLEIA","LINDERLEIA","F",41,"",41,41,1,""
"LINDERLEY","LINDERLEI","M","",20,20,96,1,"LINDERLEI|LINDERLI"
"LINDERSON","LINDERSON","M","",178,178,178,1,""
"LINDERVAL","LINDERVAL","M","",126,126,126,1,""
"LINDETE","LINDETE","F",1307,"",1307,1381,1,"ELINDETE|OLINDETE"
"LINDEUSA","LINDEUZA","F",23,"",23,53,1,"LINDEUZA"
"LINDEUZA","LINDEUZA","F",30,"",30,53,1,"LINDEUSA"
"LINDEVAL","LINDEVAL","M","",143,143,143,1,""
"LINDEVALDO","LINDEVALDO","M","",106,106,106,1,""
"LINDEVANIA","LINDEVANIA","F",92,"",92,92,1,""
"LINDI","LINDI","F",67,"",67,110,1,"LINDY"
"LINDIA","LINDAIR","F",163,"",163,1027,1,"LINDAI|LINDAIR|OLINDIA"
"LINDIALVA","LINDALVA","F",25,"",25,43240,1,"ALINDALVA|ELINDALVA|LINDALVA|LINDLVA|OLINDALVA"
"LINDIAMARA","LINDIAMARA","F",40,"",40,40,1,""
"LINDIANA","LINDIANA","F",457,"",457,457,1,""
"LINDIANE","LINDIANE","F",1587,"",1587,1632,1,"LINDAINE"
"LINDIARA","LINDIARA","F",247,"",247,272,1,"LINDAIRA"
"LINDIBERG","LINDIBERG","M","",51,51,51,1,""
"LINDIBERGUE","LINDIBERGUE","M","",29,29,29,1,""
"LINDICE","LINDICE","F",205,"",205,205,1,""
"LINDICEI","LINDICEI","F",42,"",42,110,1,"LINDICI|LINDICY"
"LINDICEIA","LINDICEIA","F",38,"",38,38,1,""
"LINDICELMA","LINDICELMA","F",39,"",39,39,1,""
"LINDICI","LINDICEI","F",36,"",36,110,1,"LINDICEI|LINDICY"
"LINDICLEIDE","LINDICLEIDE","F",28,"",28,28,1,""
"LINDICY","LINDICEI","F",32,"",32,110,1,"LINDICEI|LINDICI"
"LINDIENE","LINDIENE","F",26,"",26,26,1,""
"LINDIJANE","LINDIJANE","F",53,"",53,53,1,""
"LINDILENE","LINDILENE","F",21,"",21,21,1,""
"LINDIMAR","LINDIMAR","F",232,161,393,393,0.59,""
"LINDIMARA","LINDIMARA","F",95,"",95,95,1,""
"LINDIMEIRE","LINDIMEIRE","F",48,"",48,48,1,""
"LINDINA","OLINDINA","F",121,"",121,5543,1,"HOLINDINA|LINDINAR|LINDINHA|LINDUINA|OLINDINA"
"LINDINAIDE","LINDINAIDE","F",28,"",28,28,1,""
"LINDINALDA","LINDINALDA","F",137,"",137,137,1,""
"LINDINALDO","LINDINALDO","M","",858,858,858,1,""
"LINDINALVA","LINDINALVA","F",23616,54,23670,23813,1,"ELINDINALVA|LINDINLVA|OLINDINALVA"
"LINDINALVO","LINDINALVO","M","",264,264,264,1,""
"LINDINAR","OLINDINA","F",29,"",29,5543,1,"HOLINDINA|LINDINA|LINDINHA|LINDUINA|OLINDINA"
"LINDINARA","LINDINARA","F",63,"",63,63,1,""
"LINDINAURA","LINDINAURA","F",259,"",259,259,1,""
"LINDINAURIA","LINDINAURIA","F",24,"",24,24,1,""
"LINDINAUVA","LINDINAUVA","F",111,"",111,111,1,""
"LINDINAVA","LINDINAVA","F",156,"",156,156,1,""
"LINDINEA","LINDINEA","F",39,"",39,39,1,""
"LINDINEI","LINDINEI","F",135,99,234,255,0.58,"LINDINEY"
"LINDINEIA","LINDINEIA","F",430,"",430,430,1,""
"LINDINEIDE","LINDINEIDE","F",358,"",358,358,1,""
"LINDINEIS","LINDINEIS","F",133,"",133,133,1,""
"LINDINELSON","LINDINELSON","M","",36,36,36,1,""
"LINDINES","LINDINES","F",730,"",730,948,1,"LINDINEZ"
"LINDINETE","LINDINETE","F",260,"",260,260,1,""
"LINDINEUSA","LINDINEUZA","F",25,"",25,64,1,"LINDINEUZA"
"LINDINEUZA","LINDINEUZA","F",39,"",39,64,1,"LINDINEUSA"
"LINDINEY","LINDINEI","F",21,"",21,255,1,"LINDINEI"
"LINDINEZ","LINDINES","F",218,"",218,948,1,"LINDINES"
"LINDINHA","OLINDINA","F",27,"",27,5543,1,"HOLINDINA|LINDINA|LINDINAR|LINDUINA|OLINDINA"
"LINDINLVA","LINDINALVA","F",38,"",38,23813,1,"ELINDINALVA|LINDINALVA|OLINDINALVA"
"LINDIO","OLINDIO","M","",20,20,120,1,"OLINDIO"
"LINDIOMAR","LINDIOMAR","M",539,659,1198,1198,0.55,""
"LINDIOMARA","LINDIOMARA","F",84,"",84,84,1,""
"LINDIONARA","LINDIONARA","F",22,"",22,22,1,""
"LINDIONESA","LINDIONESA","F",54,"",54,84,1,"LINDIONEZA"
"LINDIONETE","LINDIONETE","F",24,"",24,24,1,""
"LINDIONEZA","LINDIONESA","F",30,"",30,84,1,"LINDIONESA"
"LINDIONOR","LINDIONOR","M","",45,45,45,1,""
"LINDIONORA","LINDIONORA","F",31,"",31,31,1,""
"LINDISAY","LINDISAY","F",32,"",32,32,1,""
"LINDIVAL","LINDIVAL","M","",135,135,135,1,""
"LINDIVALDA","LINDIVALDA","F",57,"",57,57,1,""
"LINDIVALDO","LINDIVALDO","M","",279,279,279,1,""
"LINDIVAN","LINDIVAN","M","",62,62,62,1,""
"LINDIVANIA","LINDIVANIA","F",142,"",142,142,1,""
"LINDJANE","LINDJANE","F",22,"",22,22,1,""
"LINDLVA","LINDALVA","F",30,"",30,43240,1,"ALINDALVA|ELINDALVA|LINDALVA|LINDIALVA|OLINDALVA"
"LINDMAR","LINDMAR","M",21,44,65,65,0.68,""
"LINDNALVA","LINDNALVA","F",450,"",450,450,1,""
"LINDO","OLINDO","M","",473,473,4031,1,"AELINDO|ALINDO|AULINDO|ELINDO|EULINDO|LINDOR|OLINDO"
"LINDOALDO","LINDOALDO","M","",266,266,266,1,""
"LINDOAR","LINDOAR","M","",36,36,36,1,""
"LINDOARDO","LINDOARDO","M","",54,54,54,1,""
"LINDOARTE","LINDOARTE","M","",120,120,120,1,""
"LINDOBERG","LINDOBERG","M","",76,76,76,1,""
"LINDOBERGUE","LINDOBERGUE","M","",36,36,36,1,""
"LINDOBERTO","LINDOBERTO","M","",445,445,445,1,""
"LINDOEL","LINDOEL","M","",91,91,135,1,"LINDAEL|LINDAL"
"LINDOELIA","LINDALIA","F",24,"",24,62,1,"LINDALIA"
"LINDOELMA","LINDELMA","F",79,"",79,409,1,"LINDAELMA|LINDAILMA|LINDALMA|LINDEILMA|LINDELMA|LINDELMAR|LINDOILMA"
"LINDOELSON","LINDEILSON","M","",159,159,619,1,"LINDAELSON|LINDAILSON|LINDEILSON|LINDELSON|LINDOILSON"
"LINDOIA","LINDOIA","F",503,"",503,503,1,""
"LINDOILMA","LINDELMA","F",20,"",20,409,1,"LINDAELMA|LINDAILMA|LINDALMA|LINDEILMA|LINDELMA|LINDELMAR|LINDOELMA"
"LINDOILSON","LINDEILSON","M","",69,69,619,1,"LINDAELSON|LINDAILSON|LINDEILSON|LINDELSON|LINDOELSON"
"LINDOIR","LINDOIR","M","",37,37,37,1,""
"LINDOJHONSON","LINDOJONSON","M","",55,55,259,1,"LINDOJOHNSON|LINDOJONHSON|LINDOJONSON"
"LINDOJOHNSON","LINDOJONSON","M","",23,23,259,1,"LINDOJHONSON|LINDOJONHSON|LINDOJONSON"
"LINDOJONHSON","LINDOJONSON","M","",21,21,259,1,"LINDOJHONSON|LINDOJOHNSON|LINDOJONSON"
"LINDOJONSO","LINDOJONSO","M","",37,37,37,1,""
"LINDOJONSON","LINDOJONSON","M","",160,160,259,1,"LINDOJHONSON|LINDOJOHNSON|LINDOJONHSON"
"LINDOLFA","LINDOLFA","F",102,"",102,127,1,"LINDALFA"
"LINDOLFO","LINDOLFO","M","",5958,5958,6065,1,"LINDOLPHO"
"LINDOLPHO","LINDOLFO","M","",107,107,6065,1,"LINDOLFO"
"LINDOLVO","LINDALVO","M","",73,73,400,1,"LINDALVO"
"LINDOM","LINDON","M","",21,21,747,1,"LINDON|LYNDON"
"LINDOMA","LINDOMAR","M",42,278,320,45090,0.87,"ALINDOMAR|ELINDOMAR|LINDOMAR|OLINDOMAR"
"LINDOMAR","LINDOMAR","M",4573,39891,44464,45090,0.9,"ALINDOMAR|ELINDOMAR|LINDOMA|OLINDOMAR"
"LINDOMARA","LINDOMARA","F",570,"",570,570,1,""
"LINDOMARCIO","LINDOMARCIO","M","",48,48,48,1,""
"LINDOMARCOS","LINDOMARCOS","M","",66,66,66,1,""
"LINDOMARIA","LINDOMARIA","F",94,"",94,94,1,""
"LINDOMARIO","LINDOMARIO","M","",100,100,100,1,""
"LINDOMARQUES","LINDOMARQUES","M","",46,46,46,1,""
"LINDOMILSON","LINDOMILSON","M","",30,30,30,1,""
"LINDOMIR","LINDOMIR","M","",132,132,132,1,""
"LINDON","LINDON","M","",635,635,747,1,"LINDOM|LYNDON"
"LINDONALDO","LINDONALDO","M","",69,69,69,1,""
"LINDONBERTO","LINDONBERTO","M","",27,27,27,1,""
"LINDONEI","LINDONEI","M","",130,130,160,1,"LINDONIR"
"LINDONEIA","LINDONEIA","F",101,"",101,101,1,""
"LINDONEIDE","LINDONEIDE","F",111,"",111,111,1,""
"LINDONES","LINDONES","M",102,393,495,529,0.79,"LINDONEZ"
"LINDONESA","LINDONESA","F",73,"",73,103,1,"LINDONEZA"
"LINDONESIA","LINDONESIA","F",111,"",111,131,1,"LINDONEZIA"
"LINDONETE","LINDONETE","F",272,"",272,272,1,""
"LINDONEZ","LINDONES","M","",34,34,529,1,"LINDONES"
"LINDONEZA","LINDONESA","F",30,"",30,103,1,"LINDONESA"
"LINDONEZIA","LINDONESIA","F",20,"",20,131,1,"LINDONESIA"
"LINDONILSON","LINDONILSON","M","",84,84,84,1,""
"LINDONIR","LINDONEI","M","",30,30,160,1,"LINDONEI"
"LINDONJHONSON","LINDONJONSON","M","",52,52,254,1,"LINDONJOHNSON|LINDONJONHSON|LINDONJONSON"
"LINDONJOHNSON","LINDONJONSON","M","",32,32,254,1,"LINDONJHONSON|LINDONJONHSON|LINDONJONSON"
"LINDONJONHSON","LINDONJONSON","M","",20,20,254,1,"LINDONJHONSON|LINDONJOHNSON|LINDONJONSON"
"LINDONJONSO","LINDONJONSO","M","",29,29,29,1,""
"LINDONJONSON","LINDONJONSON","M","",150,150,254,1,"LINDONJHONSON|LINDONJOHNSON|LINDONJONHSON"
"LINDONOR","LINDONOR","M",129,196,325,325,0.6,""
"LINDONORA","LINDONORA","F",95,"",95,95,1,""
"LINDOR","OLINDO","M","",214,214,4031,1,"AELINDO|ALINDO|AULINDO|ELINDO|EULINDO|LINDO|OLINDO"
"LINDORA","LINDORA","F",141,"",141,141,1,""
"LINDORACI","LINDORACI","F",47,"",47,47,1,""
"LINDORIFO","LINDORIFO","M","",22,22,22,1,""
"LINDORIO","LINDORIO","M","",78,78,78,1,""
"LINDORVAL","LINDORVAL","M","",35,35,35,1,""
"LINDOSMAR","LINDOSMAR","M","",64,64,64,1,""
"LINDOSO","LINDOSO","M","",23,23,23,1,""
"LINDOSVALDO","LINDOSVALDO","M","",37,37,37,1,""
"LINDOUFO","LINDOUFO","M","",344,344,344,1,""
"LINDOURO","LINDOURO","M","",65,65,65,1,""
"LINDOVAL","LINDOVAL","M","",1923,1923,1923,1,""
"LINDOVALDO","LINDOVALDO","M","",280,280,280,1,""
"LINDOVAN","LINDOVAN","M","",106,106,106,1,""
"LINDOVANIA","LINDOVANIA","F",104,"",104,104,1,""
"LINDOVANIO","LINDOVANIO","M","",21,21,21,1,""
"LINDRA","LINDRA","F",38,"",38,63,1,"ELINDRA"
"LINDRACI","LINDRACI","F",267,"",267,310,1,"LINDRACIR|LINDRACY"
"LINDRACIR","LINDRACI","F",22,"",22,310,1,"LINDRACI|LINDRACY"
"LINDRACY","LINDRACI","F",21,"",21,310,1,"LINDRACI|LINDRACIR"
"LINDSAY","LINDSAY","F",594,27,621,621,0.96,""
"LINDSEI","LINDSEY","F",126,"",126,624,1,"LINDSEY|LINDSY"
"LINDSEN","LINDSEN","F",80,"",80,80,1,""
"LINDSEY","LINDSEY","F",416,22,438,624,0.95,"LINDSEI|LINDSY"
"LINDSON","LINDSON","M","",167,167,167,1,""
"LINDSY","LINDSEY","F",60,"",60,624,1,"LINDSEI|LINDSEY"
"LINDUARDO","LINDUARDO","M","",66,66,66,1,""
"LINDUARTE","LINDUARTE","M","",182,182,182,1,""
"LINDUINA","OLINDINA","F",259,"",259,5543,1,"HOLINDINA|LINDINA|LINDINAR|LINDINHA|OLINDINA"
"LINDUINO","OLINDINO","M","",36,36,234,1,"LINDINOR|OLINDINO"
"LINDUVAL","LINDUVAL","M","",41,41,41,1,""
"LINDY","LINDI","F",43,"",43,110,1,"LINDI"
"LINE","ALINE","F",465,30,495,530550,0.94,"AALINE|AILINE|ALEINE|ALIINE|ALINE|ALINER|ALINHE|ALINNE|ALYNE|ALYNNE|AYLINE|EALINE|ELEINE|ELINE|ELINER|ELINNE|ELYNE|EULINE|HALINE|HALYNE|HELEINE|HELINE|HELYNE|IALINE|ILEINE|ILINE|LEINE|LEINER|LEYNE|LINER|LUEINE|LUINE|LUYNE|LYNE|LYNNE|OLINE|UELINE"
"LINEA","LINEA","F",325,"",325,624,1,"ALINEA|ELINEA"
"LINECKER","LINECKER","M","",40,40,40,1,""
"LINEI","ALINI","F",418,67,485,8196,0.86,"ALINEI|ALINI|ALINIR|ALINNY|ALINY|ALYNI|ALYNY|ELEINI|ELINEI|ELINEY|ELINI|ELINIR|ELINNY|ELINY|HALINY|HELINEI|HELINI|ILINIR|LEINI|LEINIR|LEINY|LINEY|LINI|LINIR|LINY|LUINEI|LUINI|LUINNY|LUINY|OLINEI|OLINIR"
"LINEIA","ELINEIA","F",892,"",892,3572,1,"ALINEIA|ELINEIA|HELINEIA|ILINEIA|LUINEIA|OLINEIA"
"LINEIDE","ELINEIDE","F",543,"",543,5546,1,"ALINEIDE|ELINEIDE|HELINEIDE|LUINEIDE|OLINEIDE|ULINEIDE"
"LINEK","LINEK","M","",47,47,47,1,""
"LINEKE","LINEKER","M","",26,26,771,1,"ELINECE|LINEKER|LINNEKER|LYNEKER|LYNNEKER"
"LINEKER","LINEKER","M","",606,606,771,1,"ELINECE|LINEKE|LINNEKER|LYNEKER|LYNNEKER"
"LINEL","ELINEL","M","",56,56,373,1,"ELINAEL|ELINAL|ELINEL|ELINIEL|ELINOEL|LINAEL|LINIEL|LINOEL"
"LINELDA","ELINALDA","F",22,"",22,1761,1,"ELINALDA|ELINELDA|ELINILDA|LEINILDA|LINALDA|LINILDA"
"LINELIA","ELINELIA","F",22,"",22,58,1,"ELINELIA"
"LINELMA","ELINELMA","F",64,"",64,435,1,"ELINELMA"
"LINELSON","ELINELSON","M","",132,132,1275,1,"ALINELSON|ELINAELSON|ELINELSON|ELINILSON|LEINILSON|LINILSON"
"LINELZA","ELINELZA","F",44,"",44,502,1,"ELINELSA|ELINELZA|ELINILZA"
"LINEO","LINEO","M","",87,87,87,1,""
"LINEQUE","LINEQUER","M","",30,30,133,1,"LINEQUER"
"LINEQUER","LINEQUER","M","",103,103,133,1,"LINEQUE"
"LINES","ELINES","F",57,"",57,739,1,"ALINES|ELINES|ELINEZ"
"LINESIA","LINESIA","F",66,"",66,173,1,"ELINESIA|ELINEZIA|LINEZIA"
"LINESIO","LINESIO","M","",159,159,338,1,"ELINESIO|ELINEZIO|LINEZIO"
"LINETE","ELINETE","F",1479,"",1479,6603,1,"ALINETE|ELINETE|EULINETE|HELINETE|ILINETE|LINAETE|LUINETE|OLINETE"
